ds,y,predict
2024-03-21,1348.0,1.636
2024-03-22,1353.469970703125,1.0
2024-03-25,1351.5799560546875,1.4
2024-03-26,1331.489990234375,1.4
2024-03-27,1318.72998046875,1.0
2024-03-28,1325.4100341796875,1.429
2024-04-01,1350.260009765625,1.5
2024-04-02,1338.760009765625,0.5
2024-04-03,1363.2099609375,1.333
2024-04-04,1317.5,1.333
2024-04-05,1339.4300537109375,1.0
2024-04-08,1336.0999755859375,1.5
2024-04-09,1334.0799560546875,1.6
2024-04-10,1322.3699951171875,1.667
2024-04-11,1382.4599609375,1.8
2024-04-12,1344.0699462890625,1.0
2024-04-15,1310.68994140625,0.8
2024-04-16,1329.06005859375,1.4
2024-04-17,1282.6300048828125,1.0
2024-04-18,1258.989990234375,0.0
2024-04-19,1204.7099609375,1.167
2024-04-22,1224.4599609375,0.0
2024-04-23,1249.18994140625,0.5
2024-04-24,1256.8199462890625,1.5
2024-04-25,1294.4200439453125,1.0
2024-04-26,1344.0699462890625,1.5
2024-04-29,1338.6199951171875,1.333
2024-04-30,1300.27001953125,1.333
2024-05-01,1242.8599853515625,1.4
2024-05-02,1238.5699462890625,1.0
2024-05-03,1278.1099853515625,0.8
2024-05-06,1310.31005859375,1.111
2024-05-07,1303.1099853515625,1.333
2024-05-08,1325.3699951171875,1.0
2024-05-09,1305.6700439453125,1.0
2024-05-10,1332.800048828125,1.1
